,lat,lon,amenity,name,address,code,place,is_chain,price_level,rating,user_ratings_total,place_id
0,49.260812,-123.125736,cafe,starbucks,"1001 W 12th Ave, Vancouver, BC V6H 0A5, Canada",V6H,Vancouver (West Fairview / Granville Island / NE Shaughnessy),True,2.0,3.9,127,ChIJ-32hJMJzhlQR_ITyqe-rf3c
1,49.2635825,-123.12883640000001,cafe,waves,"1095 BC-7, Vancouver, BC V6H 0A8, Canada",V6H,Vancouver (West Fairview / Granville Island / NE Shaughnessy),True,0.0,3.8,290,ChIJ2bkpCMRzhlQRaD3pO4h6aJI
2,49.2634479,-123.1380669,fast_food,mcdonald's,"1482 BC-7, Vancouver, BC V6H 4E8, Canada",V6H,Vancouver (West Fairview / Granville Island / NE Shaughnessy),True,1.0,3.4,539,ChIJbW0YnsdzhlQR2mtc9pcWMWw
3,49.2632255,-123.1333895,restaurant,denny's,"1296 W Broadway, Vancouver, BC V6H 1G6, Canada",V6H,Vancouver (West Fairview / Granville Island / NE Shaughnessy),True,2.0,4.0,532,ChIJFx8XKbhzhlQRs4CTHYMO2mg
4,49.271155900000004,-123.1358083,restaurant,the keg,"1499 Duranleau St, Vancouver, BC V6H 3S3, Canada",V6H,Vancouver (West Fairview / Granville Island / NE Shaughnessy),True,3.0,4.2,1366,ChIJK-T5ZUbKcFMRssnXn4ubAnI
5,49.2485436,-123.12663540000001,cafe,starbucks,"990 W King Edward Ave, Vancouver, BC V6H 2M9, Canada",V6H,Vancouver (West Fairview / Granville Island / NE Shaughnessy),True,2.0,3.3,12,ChIJZeXDzXB0hlQRnqwv8sWqMLo
6,49.26190029999999,-123.13836979999999,cafe,starbucks,"2690 BC-99, Vancouver, BC V6H 3H8, Canada",V6H,Vancouver (West Fairview / Granville Island / NE Shaughnessy),True,2.0,4.0,125,ChIJd72dn7hzhlQRzHuqVryabpY
7,49.26322310000001,-123.1389199,cafe,starbucks,"2505 Granville St, Vancouver, BC V6H 3G7, Canada",V6H,Vancouver (West Fairview / Granville Island / NE Shaughnessy),True,2.0,4.1,140,ChIJVTbKnMdzhlQR2eJyHFphPec
8,49.2634549,-123.1383566,cafe,blenz coffee,"2506 Granville St, Vancouver, BC V6H 3G8, Canada",V6H,Vancouver (West Fairview / Granville Island / NE Shaughnessy),True,1.0,4.1,209,ChIJP2FxnsdzhlQRtGPPIr583EQ
9,49.2654797,-123.1382778,cafe,starbucks,"2288 BC-99, Vancouver, BC V6H 4H7, Canada",V6H,Vancouver (West Fairview / Granville Island / NE Shaughnessy),True,2.0,4.0,181,ChIJTe-GzcdzhlQR8VRlysNwE-c
