,lat,lon,amenity,name,address,code,place,is_chain,price_level,rating,user_ratings_total,place_id
0,49.260812,-123.125736,cafe,starbucks,"1001 W 12th Ave, Vancouver, BC V6H 0A5, Canada",V6H,Vancouver (West Fairview / Granville Island / NE Shaughnessy),True,2,3.9,127,ChIJ-32hJMJzhlQR_ITyqe-rf3c
1,49.2635825,-123.12883640000001,cafe,waves,"1095 BC-7, Vancouver, BC V6H 0A8, Canada",V6H,Vancouver (West Fairview / Granville Island / NE Shaughnessy),True,0,3.8,290,ChIJ2bkpCMRzhlQRaD3pO4h6aJI
2,49.2634479,-123.1380669,fast_food,mcdonald's,"1482 BC-7, Vancouver, BC V6H 4E8, Canada",V6H,Vancouver (West Fairview / Granville Island / NE Shaughnessy),True,1,3.4,539,ChIJbW0YnsdzhlQR2mtc9pcWMWw
3,49.2632255,-123.1333895,restaurant,denny's,"1296 W Broadway, Vancouver, BC V6H 1G6, Canada",V6H,Vancouver (West Fairview / Granville Island / NE Shaughnessy),True,2,4.0,532,ChIJFx8XKbhzhlQRs4CTHYMO2mg
4,49.271155900000004,-123.1358083,restaurant,the keg,"1499 Duranleau St, Vancouver, BC V6H 3S3, Canada",V6H,Vancouver (West Fairview / Granville Island / NE Shaughnessy),True,3,4.2,1366,ChIJK-T5ZUbKcFMRssnXn4ubAnI
5,49.2485436,-123.12663540000001,cafe,starbucks,"990 W King Edward Ave, Vancouver, BC V6H 2M9, Canada",V6H,Vancouver (West Fairview / Granville Island / NE Shaughnessy),True,2,3.3,12,ChIJZeXDzXB0hlQRnqwv8sWqMLo
6,49.26190029999999,-123.13836979999999,cafe,starbucks,"2690 BC-99, Vancouver, BC V6H 3H8, Canada",V6H,Vancouver (West Fairview / Granville Island / NE Shaughnessy),True,2,4.0,125,ChIJd72dn7hzhlQRzHuqVryabpY
7,49.26322310000001,-123.1389199,cafe,starbucks,"2505 Granville St, Vancouver, BC V6H 3G7, Canada",V6H,Vancouver (West Fairview / Granville Island / NE Shaughnessy),True,2,4.1,140,ChIJVTbKnMdzhlQR2eJyHFphPec
8,49.2634549,-123.1383566,cafe,blenz coffee,"2506 Granville St, Vancouver, BC V6H 3G8, Canada",V6H,Vancouver (West Fairview / Granville Island / NE Shaughnessy),True,1,4.1,209,ChIJP2FxnsdzhlQRtGPPIr583EQ
9,49.2654797,-123.1382778,cafe,starbucks,"2288 BC-99, Vancouver, BC V6H 4H7, Canada",V6H,Vancouver (West Fairview / Granville Island / NE Shaughnessy),True,2,4.0,181,ChIJTe-GzcdzhlQR8VRlysNwE-c
10,49.2572846,-123.12698190000002,restaurant,de dutch,"3192 Oak St, Vancouver, BC V6H 2L1, Canada",V6H,Vancouver (West Fairview / Granville Island / NE Shaughnessy),True,2,4.1,270,ChIJZzB-iupzhlQRCX2r-Q-vRl8
11,49.263332,-123.1329176,fast_food,subway,"1288 W Broadway, Vancouver, BC V6H 3X8, Canada",V6H,Vancouver (West Fairview / Granville Island / NE Shaughnessy),True,1,3.3,48,ChIJe9-9wcZzhlQRNV7qp9n8FVM
12,49.2633326,-123.1328362,fast_food,panago,"1266 W Broadway, Vancouver, BC V6H 1G6, Canada",V6H,Vancouver (West Fairview / Granville Island / NE Shaughnessy),True,2,3.8,48,ChIJ_UP4wMZzhlQRwq1ClqsejF8
13,49.2445292,-123.1257268,cafe,second cup,"4480 Oak St, Vancouver, BC V6H 3N1, Canada",V6H,Vancouver (West Fairview / Granville Island / NE Shaughnessy),True,2,3.4,32,ChIJB_HSLoxzhlQRqYgCBya-CdI
14,49.263365,-123.13429,fast_food,domino's pizza,"1312 W Broadway, Vancouver, BC V6H 1H2, Canada",V6H,Vancouver (West Fairview / Granville Island / NE Shaughnessy),True,1,3.7,122,ChIJpekH58ZzhlQR2TxoLoiF2BI
15,49.2637211,-123.1347841,restaurant,boston pizza,"1355 BC-7, Vancouver, BC V6H 4A7, Canada",V6H,Vancouver (West Fairview / Granville Island / NE Shaughnessy),True,2,3.8,504,ChIJW2wi48ZzhlQRMrotX09z9xw
16,49.2591796,-123.13890479999999,cafe,bean around the world,"2975 Granville St, Vancouver, BC V6H 3J6, Canada",V6H,Vancouver (West Fairview / Granville Island / NE Shaughnessy),True,1,4.2,97,ChIJswS4I79zhlQRP8YOWnUNT4k
17,49.25097529999999,-123.12709050000001,fast_food,subway,"3890 Oak St, Vancouver, BC V6H 2M5, Canada",V6H,Vancouver (West Fairview / Granville Island / NE Shaughnessy),True,1,3.6,84,ChIJdVXmEZNzhlQRY-Extl-6pdU
18,49.2515901,-123.12727530000001,cafe,pallet coffee roasters,"3820 Oak St, Vancouver, BC V6H 2M5, Canada",V6H,Vancouver (West Fairview / Granville Island / NE Shaughnessy),True,2,4.3,167,ChIJLyyF6VdzhlQRTqik78CqxbI
19,49.124010299999995,-123.18089280000001,cafe,starbucks,"4011 Bayview St, Richmond, BC V7E 0A4, Canada",V7E,Richmond Southwest,True,2,4.1,324,ChIJ4zeWA9nhhVQRjL8Xodajpo8
20,49.12421120000001,-123.182955,cafe,waves coffee house,"12251 First Ave, Richmond, BC V7E 3M3, Canada",V7E,Richmond Southwest,True,0,3.9,435,ChIJV4SF-9jhhVQR8QA2i-c3hM8
21,49.1332371,-123.158294,fast_food,panago,"6020 Steveston Hwy, Richmond, BC V7E 2K8, Canada",V7E,Richmond Southwest,True,2,3.8,68,ChIJrURK8ynghVQRWKspZldLX_s
22,49.279223200000004,-123.1168269,cafe,gong cha,"386 Robson St, Vancouver, BC V6B 2B2, Canada",V6B,Vancouver (NE Downtown / Harbour Centre / Gastown / Yaletown),True,1,3.8,500,ChIJ81wjen5xhlQR_xzhekzxH30
23,49.280896899999995,-123.1073143,fast_food,mcdonald's,"506 Abbott St, Vancouver, BC V6B 2L1, Canada",V6B,Vancouver (NE Downtown / Harbour Centre / Gastown / Yaletown),True,1,3.1,684,ChIJfViWMXpxhlQR6op4X183_dY
24,49.2799281,-123.1066781,fast_food,taco time,"63 Keefer Pl, Vancouver, BC V6B 0C9, Canada",V6B,Vancouver (NE Downtown / Harbour Centre / Gastown / Yaletown),True,1,3.3,44,ChIJ6SNusXtxhlQRvxaJdX2oVB4
25,49.2820949,-123.11650230000001,fast_food,kung fu noodle,"682 Seymour St, Vancouver, BC V6B 3K3, Canada",V6B,Vancouver (NE Downtown / Harbour Centre / Gastown / Yaletown),True,1,3.5,320,ChIJi61oIX9xhlQRNBXX-WSDgqM
26,49.2764887,-123.11896680000001,fast_food,subway,"1000 Mainland St, Vancouver, BC V6B 6J8, Canada",V6B,Vancouver (NE Downtown / Harbour Centre / Gastown / Yaletown),True,1,4.1,131,ChIJSRSjPdZzhlQRfzwPVqdqCbI
27,49.2789586,-123.1212246,cafe,starbucks,"960 Seymour St, Vancouver, BC V6B 1B4, Canada",V6B,Vancouver (NE Downtown / Harbour Centre / Gastown / Yaletown),True,2,4.0,77,ChIJY51H7dVzhlQR59u1ucLh2Nc
28,49.2801553,-123.12093109999999,fast_food,pizza garden,"675 Smithe St, Vancouver, BC V6B 2C9, Canada",V6B,Vancouver (NE Downtown / Harbour Centre / Gastown / Yaletown),True,1,4.4,593,ChIJaz-7LX5xhlQRO8DGlXo_cj4
29,49.2792588,-123.1074257,fast_food,uncle fatih's pizza,"638 Abbott St, Vancouver, BC V6B 6N7, Canada",V6B,Vancouver (NE Downtown / Harbour Centre / Gastown / Yaletown),True,1,4.2,546,ChIJxd_xpntxhlQRD6vpF5ut53E
30,49.2793502,-123.1078358,fast_food,freshslice,"623 Abbott St, Vancouver, BC V6B 6B8, Canada",V6B,Vancouver (NE Downtown / Harbour Centre / Gastown / Yaletown),True,1,4.2,265,ChIJ-4Qlp3txhlQRV_NYiTdamnw
31,49.279937200000006,-123.1073562,cafe,starbucks,"2097-88 W Pender St, Vancouver, BC V6B 2L1, Canada",V6B,Vancouver (NE Downtown / Harbour Centre / Gastown / Yaletown),True,2,4.2,595,ChIJF30GaJtxhlQRpebiBdyh2RQ
32,49.2789073,-123.1221767,fast_food,uncle fatih's pizza,"625 Nelson St, Vancouver, BC V6B 2E5, Canada",V6B,Vancouver (NE Downtown / Harbour Centre / Gastown / Yaletown),True,1,4.3,499,ChIJ06y_lNVzhlQRSFDEQdXHC8Q
33,49.2810223,-123.1189956,restaurant,meat & bread,"625 Robson St, Vancouver, BC V6B 5J3, Canada",V6B,Vancouver (NE Downtown / Harbour Centre / Gastown / Yaletown),True,0,4.0,100,ChIJxXR-6LdxhlQRBqjRcS5DtQo
34,49.28109,-123.1190968,fast_food,five guys,"635 Robson St, Vancouver, BC V6B 5J3, Canada",V6B,Vancouver (NE Downtown / Harbour Centre / Gastown / Yaletown),True,2,4.3,2699,ChIJz8KVrH9xhlQRLmjJfMc3Hbc
35,49.283151600000004,-123.1154178,fast_food,a&w,"603 Dunsmuir St, Vancouver, BC V6B 1Y7, Canada",V6B,Vancouver (NE Downtown / Harbour Centre / Gastown / Yaletown),True,1,3.7,333,ChIJJc1XzHhxhlQR632Bm8zAJ_c
36,49.280793100000004,-123.11919540000001,fast_food,red burrito,"616 Robson St, Vancouver, BC V6B 2B9, Canada",V6B,Vancouver (NE Downtown / Harbour Centre / Gastown / Yaletown),True,0,4.2,26,ChIJT90ov49zhlQR_udrBE0UjgU
37,49.2838195,-123.11188770000001,cafe,waves coffee,"492 W Hastings St, Vancouver, BC V6B 2Z4, Canada",V6B,Vancouver (NE Downtown / Harbour Centre / Gastown / Yaletown),True,1,4.1,352,ChIJg8oU-HhxhlQRIZKCSINvdrg
38,49.282623,-123.109344,fast_food,meat & bread,"360 Cambie St, Vancouver, BC V6B 2N3, Canada",V6B,Vancouver (NE Downtown / Harbour Centre / Gastown / Yaletown),True,1,4.6,1396,ChIJT7tponlxhlQRXg5AoyEz6lI
39,49.28384370000001,-123.1053674,restaurant,the old spaghetti factory,"53 Water St, Vancouver, BC V6B 1A1, Canada",V6B,Vancouver (NE Downtown / Harbour Centre / Gastown / Yaletown),True,2,4.4,4830,ChIJEwXWQndxhlQRRKy4phazLq0
40,49.2796325,-123.1078508,cafe,blenz,"603 Abbott St, Vancouver, BC V6B 6B9, Canada",V6B,Vancouver (NE Downtown / Harbour Centre / Gastown / Yaletown),True,1,3.6,251,ChIJCYc-x4JxhlQR38BhppONKwY
41,49.286088899999996,-123.1163367,cafe,tim hortons,"490 Hornby St, Vancouver, BC V6B 3B2, Canada",V6B,Vancouver (NE Downtown / Harbour Centre / Gastown / Yaletown),True,1,3.7,293,ChIJyQQqXIJxhlQRIpZGEA9hjmQ
42,49.28223670000001,-123.10920379999999,fast_food,donair dude,"184 W Hastings St, Vancouver, BC V6B 1H2, Canada",V6B,Vancouver (NE Downtown / Harbour Centre / Gastown / Yaletown),True,1,4.3,313,ChIJSRp_m3lxhlQRfn0y9OYZGKo
43,49.2832205,-123.11552569999999,cafe,tim hortons,"603 Seymour St, Vancouver, BC V6B 1Y7, Canada",V6B,Vancouver (NE Downtown / Harbour Centre / Gastown / Yaletown),True,1,3.5,300,ChIJfe2sYHhxhlQR6YR9clFor1Y
44,49.282988399999994,-123.1156531,cafe,starbucks,"600 Dunsmuir St, Vancouver, BC V6B 1Y6, Canada",V6B,Vancouver (NE Downtown / Harbour Centre / Gastown / Yaletown),True,2,3.9,208,ChIJZQfRzHhxhlQRYJ2EH_F_4S4
45,49.2823756,-123.10848590000002,fast_food,subway,"139 W Hastings St, Vancouver, BC V6B 1H4, Canada",V6B,Vancouver (NE Downtown / Harbour Centre / Gastown / Yaletown),True,1,3.6,142,ChIJDQmomnlxhlQRWn0uyxtCBA0
46,49.2810287,-123.118654,cafe,blenz coffee,"767 BC-99, Vancouver, BC V6B 5J3, Canada",V6B,Vancouver (NE Downtown / Harbour Centre / Gastown / Yaletown),True,1,3.7,85,ChIJ04T0_35xhlQRGV-Mf61c1HQ
47,49.2785018,-123.11562930000001,fast_food,subway,"260 Robson St, Vancouver, BC V6B 6A1, Canada",V6B,Vancouver (NE Downtown / Harbour Centre / Gastown / Yaletown),True,1,3.2,91,ChIJc1Pqy31xhlQRgxkf-lYVYZs
48,49.2841391,-123.1142912,fast_food,burger king,"620 W Pender St, Vancouver, BC V6B 1V8, Canada",V6B,Vancouver (NE Downtown / Harbour Centre / Gastown / Yaletown),True,1,3.2,506,ChIJd-pyYitxhlQRN45BuXD8nGA
49,49.274665,-123.122111,cafe,starbucks,"1185 Mainland St, Vancouver, BC V6B 2S2, Canada",V6B,Vancouver (NE Downtown / Harbour Centre / Gastown / Yaletown),True,2,4.0,162,ChIJJXe54NZzhlQRblmDfqR4_4I
1558,49.260953,-123.125704,fast_food,salad loop,"1001 W 12th Ave, Vancouver, BC V6H 0A5, Canada",V6H,Vancouver (West Fairview / Granville Island / NE Shaughnessy),False,0,4.5,6,ChIJ68tvI8JzhlQRV5uNw9Or_Cs
1559,49.263537,-123.1271949,restaurant,minato japanese restaurant,"1001w W Broadway, Vancouver, BC V6H 4E4, Canada",V6H,Vancouver (West Fairview / Granville Island / NE Shaughnessy),False,1,3.8,206,ChIJv1SOvcNzhlQRsVEgrQrc_4E
